Words,counts
"('ng', 'bagong')",127
"('don', 'miguel')",127
"('wala', 'kaming')",127
"('ng', 'asawa')",127
"('napatitig', 'sa')",127
"('bigla', 'naman')",127
"('sa', 'table')",127
"('that', 'im')",127
"('sa', 'kinaroroonan')",127
"('at', 'bumalik')",127
"('ito', 'bago')",127
"('baka', 'naman')",127
"('sa', 'langit')",127
"('luha', 'niya')",127
"('tumingin', 'sakin')",127
"('si', 'esmeralda')",126
"('inside', 'the')",126
"('na', 'siguro')",126
"('dalawang', 'kamay')",126
"('ni', 'julian')",126
"('ng', 'dibdib')",126
"('ng', 'inyong')",126
"('shut', 'up')",126
"('from', 'my')",126
"('mga', 'iyon')",126
"('alam', 'ni')",126
"('dalawang', 'guardia')",126
"('nalang', 'ang')",126
"('pa', 'kaya')",126
"('na', 'bagay')",126
"('ko', 'yon')",126
"('lahat', 'para')",126
"('there', 'was')",126
"('kay', 'maria')",126
"('ang', 'kasama')",126
"('naalala', 'niya')",126
"('here', 'i')",126
"('kong', 'malaman')",126
"('dun', 'sa')",126
"('ang', 'bigat')",125
"('ang', 'ama')",125
"('po', 'siya')",125
"('noo', 'niya')",125
"('mo', 'ngayon')",125
"('sa', 'taong')",125
"('fidel', 'na')",125
"('nito', 'saka')",125
"('iba', 'pa')",125
"('na', 'araw')",125
"('nung', 'isang')",125
"('ako', 'papunta')",125
"('narinig', 'na')",125
"('should', 'be')",125
"('niya', 'naman')",125
"('malawak', 'na')",125
"('isang', 'gabi')",125
"('lahat', 'sila')",125
"('araw', 'ay')",125
"('kapitan', 'corpuz')",125
"('paano', 'niya')",125
"('to', 'sa')",125
"('siya', 'para')",125
"('na', 'sina')",125
"('na', 'nito')",125
"('help', 'but')",125
"('lucas', 'na')",125
"('ngayon', 'dito')",125
"('si', 'alaska')",125
"('din', 'na')",125
"('martin', 'sabay')",125
"('bumili', 'ng')",125
"('ni', 'senor')",125
"('muna', 'kami')",125
"('mga', 'kawal')",125
"('pasensiya', 'na')",125
"('juanito', 'ang')",124
"('hinayaan', 'ko')",124
"('nito', 'nang')",124
"('sa', 'klase')",124
"('this', 'story')",124
"('ang', 'matinding')",124
"('silid', 'ni')",124
"('magkabilang', 'balikat')",124
"('kanilang', 'tahanan')",124
"('ng', 'kusina')",124
"('at', 'nagulat')",124
"('isipan', 'ang')",124
"('to', 'take')",124
"('ngayon', 'kung')",124
"('hindi', 'natin')",124
"('niya', 'ngunit')",124
"('ang', 'sugat')",124
"('pagkakataon', 'na')",124
"('ulo', 'at')",124
"('ng', 'hindi')",124
"('ko', 'kayang')",124
"('kamay', 'nito')",124
"('sa', 'office')",124
"('nang', 'hawakan')",124
"('ang', 'pagkakahawak')",124
"('siya', 'pinansin')",124
"('ang', 'papel')",124
"('ibig', 'mo')",124
"('ice', 'cream')",124
"('nasa', 'edad')",124
"('tenga', 'ko')",124
"('was', 'so')",124
"('mga', 'bisita')",124
"('ang', 'mahiwagang')",124
"('mga', 'batang')",124
"('ulit', 'ng')",123
"('si', 'celeste')",123
"('sa', 'pagsasalita')",123
"('dalawa', 'na')",123
"('like', 'i')",123
"('kailangan', 'niyang')",123
"('kotse', 'ko')",123
"('matapos', 'na')",123
"('ng', 'takot')",123
"('ko', 'yun')",123
"('na', 'kayong')",123
"('agad', 'sa')",123
"('mga', 'nangyari')",123
"('lumakas', 'ang')",123
"('nga', 'sa')",123
"('nasa', 'harap')",123
"('ka', 'at')",123
"('niya', 'pang')",123
"('youre', 'not')",123
"('sa', 'panciteria')",123
"('kung', 'ayaw')",123
"('ginoong', 'juanito')",123
"('siya', 'naman')",123
"('tono', 'ng')",123
"('niyang', 'saad')",122
"('na', 'medyo')",122
"('bulaklak', 'na')",122
"('pero', 'bago')",122
"('dapat', 'kong')",122
"('of', 'him')",122
"('gulat', 'akong')",122
"('ng', 'galit')",122
"('si', 'athena')",122
"('pa', 'na')",122
"('dinig', 'kong')",122
"('ni', 'ising')",122
"('batid', 'kung')",122
"('naman', 'ngayon')",122
"('pero', 'nagulat')",122
"('sana', 'ay')",122
"('nakatitig', 'lang')",122
"('sa', 'silya')",122
"('ng', 'tindahan')",122
"('ay', 'naging')",122
"('looks', 'like')",122
"('kabilang', 'linya')",122
"('sabay', 'tawa')",122
"('mawala', 'sa')",122
"('dito', 'ka')",122
"('sa', 'mahabang')",122
"('laki', 'ng')",122
"('know', 'why')",122
"('her', 'to')",122
"('pero', 'mukhang')",122
"('naman', 'agad')",122
"('nakalimutan', 'ko')",122
"('the', 'girl')",122
"('kuya', 'eric')",122
"('lumapit', 'siya')",122
"('me', 'but')",122
"('niya', 'talaga')",122
"('man', 'ako')",121
"('parking', 'lot')",121
"('nasaan', 'ang')",121
"('naglalakad', 'na')",121
"('saka', 'mabilis')",121
"('padre', 'orlando')",121
"('that', 'the')",121
"('salamat', 'po')",121
"('tingin', 'sakin')",121
"('kesa', 'sa')",121
"('dont', 'need')",121
"('sa', 'kapatid')",121
"('at', 'napahawak')",121
"('ang', 'maliit')",121
"('kay', 'kuya')",121
"('sebastian', 'sa')",121
"('olivia', 'at')",121
"('would', 'be')",121
"('nightmare', 'ang')",121
"('at', 'all')",121
"('for', 'my')",121
"('don', 'hugo')",121
"('paglalakad', 'at')",121
"('kuha', 'ng')",121
"('sigaw', 'pa')",121
"('her', 'and')",121
"('na', 'umalis')",121
"('give', 'me')",121
"('galit', 'sa')",120
"('mesa', 'ang')",120
"('ang', 'hangin')",120
"('loob', 'ko')",120
"('kung', 'wala')",120
"('you', 'still')",120
"('lamang', 'si')",120
"('kanya', 'si')",120
"('ko', 'bakit')",120
"('pamilya', 'alfonso')",120
"('ako', 'sakanya')",120
"('lang', 'kita')",120
"('at', 'maging')",120
"('ko', 'batid')",120
"('si', 'angelito')",120
"('ako', 'nga')",120
"('kailangan', 'mong')",120
"('narinig', 'ang')",120
"('nasa', 'gitna')",120
"('ng', 'kalsada')",120
"('muntik', 'na')",120
"('na', 'tayong')",120
"('na', 'daw')",120
"('ko', 'nakita')",120
"('ngiti', 'ng')",120
"('aming', 'dalawa')",120
"('ayon', 'sa')",120
"('excuse', 'me')",120
"('napaiwas', 'ng')",120
"('isang', 'lalaking')",120
"('waiting', 'for')",120
"('sa', 'kwento')",120
"('sabi', 'nya')",120
"('at', 'dahandahan')",120
"('salome', 'habang')",120
"('tao', 'ay')",119
"('ni', 'inang')",119
"('lamang', 'na')",119
"('saad', 'nito')",119
"('as', 'the')",119
"('talking', 'about')",119
"('ano', 'naman')",119
"('sa', 'gate')",119
"('hindi', 'parin')",119
"('like', 'it')",119
"('kaya', 'siya')",119
"('don', 'severino')",119
"('bago', 'niya')",119
"('niya', 'ba')",119
"('kung', 'sakaling')",119
"('bibig', 'niya')",119
"('of', 'our')",119
"('napakagat', 'ako')",119
"('sa', 'library')",119
"('pwede', 'ba')",119
"('a', 'few')",119
"('is', 'so')",119
"('nilingon', 'ko')",119
"('umangat', 'ang')",119
"('kaniyang', 'mata')",119
"('umiwas', 'ng')",119
"('nagsimula', 'nang')",119
"('niya', 'bago')",119
"('totoo', 'ang')",118
"('na', 'nakasabit')",118
"('ng', 'iyon')",118
"('ulo', 'ni')",118
"('gian', 'na')",118
"('tawa', 'niya')",118
"('saw', 'him')",118
"('masaya', 'ako')",118
"('sobrang', 'lakas')",118
"('salome', 'nang')",118
"('bintana', 'at')",118
"('at', 'tumakbo')",118
"('niya', 'ulit')",118
"('akong', 'naglakad')",118
"('para', 'akong')",118
"('kalesa', 'at')",118
"('rin', 'yung')",118
"('at', 'nagsimulang')",118
"('tumingin', 'ng')",118
"('isang', 'guardia')",118
"('ni', 'mia')",118
"('ngiti', 'pa')",118
"('ang', 'init')",118
"('gising', 'na')",118
"('tugon', 'ng')",118
"('ni', 'ms')",118
"('nais', 'ko')",118
"('you', 'just')",118
"('may', 'ari')",118
"('hawak', 'ni')",118
"('tumaas', 'ang')",118
"('pa', 'yung')",118
"('should', 'i')",118
"('mahigpit', 'sa')",118
"('mukha', 'sa')",118
"('sa', 'kisame')",118
"('at', 'biglang')",118
"('na', 'malaman')",118
"('ng', 'ganoon')",118
"('dahandahan', 'kong')",118
"('imbes', 'na')",118
"('the', 'end')",117
"('wala', 'silang')",117
"('na', 'nandito')",117
"('will', 'never')",117
"('na', 'ngumiti')",117
"('sarili', 'kong')",117
"('bumagsak', 'sa')",117
"('labi', 'ni')",117
"('lang', 'iyon')",117
"('may', 'iba')",117
"('love', 'story')",117
"('si', 'heneral')",117
"('napangiti', 'siya')",117
"('ang', 'ilaw')",117
"('ni', 'gwen')",117
"('dahilan', 'ng')",117
"('leeg', 'ko')",117
"('ng', 'matinding')",117
"('may', 'halong')",117
"('sinasabi', 'ni')",117
"('ko', 'itong')",117
"('say', 'that')",117
"('ito', 'habang')",117
"('decided', 'to')",117
"('heard', 'him')",117
"('suot', 'ang')",117
"('kaniyang', 'anak')",117
"('ata', 'ang')",117
"('ni', 'ethan')",117
"('hindi', 'pala')",117
"('si', 'señor')",117
"('i', 'see')",117
"('lang', 'yan')",117
"('mata', 'ay')",117
"('isa', 'na')",117
"('ang', 'kwento')",117
"('tumama', 'sa')",117
"('before', 'i')",117
"('thats', 'what')",117
"('niyakap', 'ko')",117
"('na', 'lumapit')",117
"('mesa', 'at')",117
"('minsan', 'ay')",117
"('hindi', 'kayo')",117
"('anong', 'oras')",117
"('agad', 'niya')",117
"('o', 'kaya')",117
"('tanging', 'ang')",116
"('niyang', 'si')",116
"('dalawa', 'lang')",116
"('nakahawak', 'sa')",116
"('kuya', 'renz')",116
"('ang', 'bagong')",116
"('nagkatinginan', 'naman')",116
"('tiyo', 'jaime')",116
"('napagtanto', 'na')",116
"('mukha', 'ang')",116
"('ang', 'kailangan')",116
"('habang', 'kumakain')",116
"('si', 'sonya')",116
"('pinto', 'sa')",116
"('napatango', 'ako')",116
"('kaya', 'mo')",116
"('noon', 'na')",116
"('atensyon', 'ko')",116
"('sino', 'ka')",116
"('damit', 'ko')",116
"('ng', 'ngiti')",116
"('nais', 'niyang')",115
"('nightmare', 'sa')",115
"('at', 'adrian')",115
"('nitong', 'mga')",115
"('marami', 'na')",115
"('aking', 'ama')",115
"('a', 'long')",115
"('agad', 'si')",115
"('ni', 'amalia')",115
"('akong', 'pakialam')",115
"('sa', 'hardin')",115
"('na', 'nakangiti')",115
"('ang', 'kaba')",115
"('palayo', 'sa')",115
"('sagot', 'ng')",115
"('namin', 'ng')",115
"('at', 'para')",115
"('carmelita', 'at')",115
"('me', 'in')",115
"('him', 'a')",115
"('sa', 'direksyon')",115
"('po', 'akong')",115
"('kasi', 'biglang')",115
"('biglang', 'dumating')",115
"('at', 'isa')",115
"('nakarating', 'na')",115
"('ng', 'ama')",115
"('handa', 'na')",115
"('may', 'kinalaman')",115
"('naman', 'iyon')",115
"('ang', 'iniisip')",115
"('iyon', 'ngunit')",115
"('lola', 'amor')",115
"('panahong', 'ito')",115
"('si', 'oscar')",115
"('sulok', 'ng')",115
"('mauna', 'na')",115
"('ka', 'namin')",114
"('carmelita', 'sa')",114
"('ni', 'maganda')",114
"('at', 'josefina')",114
"('i', 'had')",114
"('ay', 'muli')",114
"('sa', 'pangalan')",114
"('naroon', 'din')",114
"('kong', 'wala')",114
"('tungkol', 'kay')",114
"('alfonso', 'at')",114
"('sa', 'pagbabasa')",114
"('ni', 'jerome')",114
"('ako', 'wala')",114
"('kaibigan', 'niya')",114
"('ko', 'tumango')",114
"('na', 'ibig')",114
"('nga', 'ng')",114
"('naglalakad', 'kami')",114
"('hindi', 'nito')",114
"('taong', 'gulang')",114
"('makuha', 'ang')",114
"('about', 'you')",114
"('nasa', 'gilid')",114
"('na', 'dito')",114
"('nais', 'kong')",114
"('pero', 'napatigil')",114
"('na', 'nakalagay')",114
"('iyon', 'nang')",114
"('don', 'florencio')",114
"('hayaan', 'mo')",114
"('oo', 'na')",114
"('ngunit', 'biglang')",114
"('kaming', 'apat')",113
"('ko', 'gusto')",113
"('ng', 'upo')",113
"('nang', 'mahigpit')",113
"('nagsalita', 'na')",113
"('puso', 'ni')",113
"('babaeng', 'to')",113
"('man', 'ay')",113
"('ng', 'paligid')",113
"('kaibigan', 'ni')",113
"('hhindi', 'ko')",113
"('doon', 'ko')",113
"('lang', 'siguro')",113
"('ang', 'kabayo')",113
"('damn', 'it')",113
"('ng', 'mundo')",113
"('araw', 'at')",113
"('a', 'heavy')",113
"('at', 'dalidaling')",113
"('kailangan', 'niya')",113
"('napatigil', 'sa')",113
"('buhok', 'nito')",113
"('hindi', 'tayo')",113
"('kay', 'zion')",113
"('ni', 'catapang')",113
"('the', 'world')",113
"('anong', 'nangyayari')",113
"('kung', 'ang')",113
"('uminom', 'ng')",113
"('may', 'dalawang')",112
"('lupa', 'at')",112
"('me', 'as')",112
"('ni', 'nanay')",112
"('sa', 'boses')",112
"('ni', 'kyohei')",112
"('her', 'face')",112
"('magtungo', 'sa')",112
"('ni', 'kris')",112
"('naiintindihan', 'ko')",112
"('sa', 'stage')",112
"('niyang', 'sabihin')",112
"('makita', 'kong')",112
"('makita', 'na')",112
"('sa', 'pamamagitan')",112
"('natin', 'sa')",112
"('dalaga', 'na')",112
"('pagkakataon', 'ay')",112
"('is', 'just')",112
"('ay', 'nakatingin')",112
"('sakit', 'sa')",112
"('ka', 'pala')",112
"('ako', 'kapag')",112
"('and', 'we')",112
"('na', 'sambit')",112
"('ka', 'ferding')",112
"('silid', 'na')",112
"('saan', 'ako')",112
"('ng', 'mesa')",112
"('sulat', 'na')",112
"('mamayang', 'gabi')",112
"('siya', 'yung')",111
"('just', 'nodded')",111
"('pahayag', 'ni')",111
"('ngumiti', 'sa')",111
"('naalala', 'ang')",111
"('lucas', 'at')",111
"('natatakot', 'ako')",111
"('pero', 'kung')",111
"('saka', 'kinuha')",111
"('ang', 'ilong')",111
"('i', 'shook')",111
"('sa', 'laguna')",111
"('po', 'pala')",111
"('nagawa', 'ko')",111
"('years', 'old')",111
"('sa', 'bahayaliwan')",111
"('hes', 'not')",111
"('napailing', 'naman')",111
"('ulo', 'hanggang')",111
"('iniisip', 'ko')",111
"('ayaw', 'niyang')",111
"('kasi', 'ng')",111
"('nakatingin', 'sakin')",111
"('to', 'give')",111
"('si', 'night')",111
"('isang', 'bagay')",111
"('lang', 'itong')",111
"('akong', 'tumayo')",111
"('ng', 'mansyon')",111
"('kanya', 'na')",111
"('sa', 'grupo')",111
"('tumakbo', 'papunta')",111
"('na', 'hanggang')",111
"('the', 'reason')",111
"('hindi', 'sa')",111
"('nanginginig', 'ang')",111
"('sebastian', 'at')",111
"('yun', 'ang')",111
"('have', 'the')",111
"('kaniya', 'habang')",111
"('ito', 'kaya')",110
"('boses', 'na')",110
"('pilit', 'kong')",110
"('naglakad', 'si')",110
"('while', 'i')",110
"('niya', 'kahit')",110
"('more', 'than')",110
"('ko', 'parang')",110
"('naglakad', 'ako')",110
"('ba', 'ito')",110
"('na', 'tulad')",110
"('ko', 'syang')",110
"('saan', 'siya')",110
"('si', 'nay')",110
"('ikinagulat', 'ni')",110
"('mahal', 'kita')",110
"('must', 'be')",110
"('na', 'nya')",110
"('sa', 'karagatan')",110
"('ilang', 'buwan')",110
"('natapos', 'na')",110
"('for', 'sure')",110
"('nang', 'makalabas')",110
"('sayo', 'na')",110
"('nakangiti', 'niyang')",110
"('mula', 'ulo')",110
"('my', 'hair')",110
"('sorry', 'for')",110
"('sinubukan', 'niyang')",110
"('eyes', 'and')",110
"('aking', 'bibig')",110
"('ni', 'vi')",110
"('buhok', 'na')",110
"('papalabas', 'ng')",110
"('my', 'tears')",110
"('ko', 'napatingin')",110
"('ng', 'lolo')",110
"('lang', 'may')",110
"('saan', 'mo')",110
"('kanina', 'ko')",110
"('tuhod', 'ko')",110
"('even', 'if')",110
"('makita', 'kung')",110
"('hindi', 'kaya')",109
"('audrey', 'sabay')",109
"('din', 'nila')",109
"('lalamunan', 'ko')",109
"('he', 'has')",109
"('i', 'sighed')",109
"('o', 'baka')",109
"('nagawa', 'si')",109
"('siya', 'doon')",109
"('dahil', 'parang')",109
"('he', 'chuckled')",109
"('naman', 'nito')",109
"('lumabas', 'ako')",109
"('mo', 'ito')",109
"('ni', 'karis')",109
"('papalayo', 'sa')",109
"('again', 'and')",109
"('di', 'pa')",109
"('na', 'sinabi')",109
"('giit', 'ni')",109
"('lucas', 'ang')",109
"('at', 'yung')",109
"('fidel', 'sa')",109
"('has', 'a')",109
"('napakunot', 'ang')",109
"('mama', 'na')",109
"('ko', 'bigla')",109
"('hindi', 'alam')",109
"('si', 'roberto')",109
"('beside', 'me')",109
"('ang', 'apat')",109
"('sumalubong', 'sa')",109
"('his', 'voice')",109
"('panahong', 'to')",109
"('bahala', 'sa')",109
"('siguro', 'ang')",109
"('na', 'anong')",109
"('mga', 'bagong')",109
"('ni', 'irene')",109
"('na', 'mismo')",109
"('ang', 'perlas')",109
"('mga', 'mamamayan')",108
"('nang', 'makilala')",108
"('may', 'kung')",108
"('too', 'much')",108
"('kaysa', 'sa')",108
"('tahanan', 'ni')",108
"('kasalanan', 'ko')",108
"('may', 'kailangan')",108
"('na', 'kaibigan')",108
"('lalaking', 'to')",108
"('gulat', 'nang')",108
"('at', 'sumunod')",108
"('pareho', 'kaming')",108
"('ay', 'mabilis')",108
"('can', 'do')",108
"('damit', 'at')",108
"('matapos', 'iyon')",108
"('loisa', 'at')",108
"('mahal', 'mo')",108
"('paalam', 'ko')",108
"('habang', 'hawakhawak')",108
"('pinasadahan', 'ko')",108
"('kamay', 'ang')",108
"('sabay', 'silang')",108
"('kong', 'alam')",108
"('me', 'with')",108
"('at', 'inayos')",108
"('adrian', 'na')",108
"('boses', 'ng')",108
"('hanggang', 'paa')",108
"('parang', 'walang')",108
"('ako', 'nito')",108
"('na', 'nakapatong')",108
"('tell', 'you')",108
"('tao', 'dito')",108
"('you', 'may')",108
"('ang', 'libro')",108
"('mata', 'nang')",108
"('im', 'going')",108
"('i', 'also')",108
"('nang', 'sabihin')",108
"('pamilya', 'ni')",108
"('tumulong', 'sa')",108
"('bilis', 'ng')",107
"('ni', 'iris')",107
"('si', 'padre')",107
"('akin', 'ngayon')",107
"('magandang', 'umaga')",107
"('ngunit', 'kahit')",107
"('ko', 'kapag')",107
"('nga', 'kami')",107
"('rebeldeng', 'grupo')",107
"('where', 'are')",107
"('malaman', 'na')",107
"('stood', 'up')",107
"('niya', 'natapos')",107
"('inaasahan', 'na')",107
"('man', 'siya')",107
"('kong', 'gawin')",107
"('my', 'brother')",107
"('ba', 'tayo')",107
"('lang', 'yun')",107
"('si', 'ivan')",107
"('sa', 'ganda')",107
"('sa', 'tindahan')",107
"('nung', 'mga')",107
"('ako', 'nung')",107
"('natawa', 'si')",107
"('who', 'is')",107
"('matapang', 'na')",107
"('nagising', 'ako')",107
"('magtama', 'ang')",107
"('niya', 'may')",107
"('malaman', 'ni')",107
"('napangiwi', 'ako')",107
"('brix', 'ang')",107
"('ng', 'pagasa')",107
"('nang', 'makalapit')",107
"('ko', 'ibig')",107
"('sabaysabay', 'na')",106
"('isa', 'akong')",106
"('will', 'not')",106
"('sa', 'opisina')",106
"('sarili', 'at')",106
"('naman', 'tayo')",106
"('ngunit', 'nang')",106
"('ang', 'kalangitan')",106
"('nasa', 'kabilang')",106
"('pumasok', 'ang')",106
"('ng', 'hukuman')",106
"('ng', 'derecho')",106
"('kay', 'audrey')",106
"('ang', 'laki')",106
"('tubig', 'na')",106
"('ang', 'itim')",106
"('kanina', 'at')",106
"('the', 'room')",106
"('sa', 'bilangguan')",106
"('ni', 'gobernador')",106
"('to', 'stop')",106
"('ay', 'isa')",106
"('panimula', 'niya')",106
"('na', 'mula')",106
"('ang', 'matandang')",106
"('time', 'to')",106
"('ngunit', 'mas')",106
"('nasa', 'likuran')",106
"('kay', 'nightmare')",106
"('ng', 'labi')",106
"('na', 'loob')",106
"('leo', 'na')",106
"('loisa', 'sa')",106
"('pakiramdam', 'niya')",106
"('wala', 'ako')",106
"('nilang', 'lahat')",106
"('pagitan', 'ng')",106
"('batchoy', 'at')",106
"('marami', 'pa')",106
"('used', 'to')",106
"('ako', 'may')",106
"('ang', 'malamig')",106
"('ng', 'gamit')",106
"('at', 'hinarap')",106
"('lang', 'daw')",106
"('ganon', 'na')",106
"('okay', 'i')",106
"('naman', 'sya')",106
"('don', 'federico')",106
"('ng', 'pera')",106
"('humigpit', 'ang')",105
"('si', 'axel')",105
"('naman', 'itong')",105
"('ako', 'eh')",105
"('my', 'hands')",105
"('kaniyang', 'likuran')",105
"('take', 'care')",105
"('him', 'he')",105
"('nagbigay', 'galang')",105
"('doktor', 'victorino')",105
"('buhay', 'mo')",105
"('kailangan', 'pa')",105
"('sabay', 'lingon')",105
"('pa', 'pero')",105
"('gilid', 'at')",105
"('sa', 'paningin')",105
"('binata', 'na')",105
"('nakikinig', 'sa')",105
"('para', 'sakin')",105
"('said', 'in')",105
"('ni', 'señor')",105
"('im', 'a')",105
"('call', 'me')",105
"('kanina', 'ka')",105
"('ng', 'puting')",105
"('happened', 'to')",105
"('tila', 'ba')",105
"('nang', 'umalis')",105
"('kasi', 'sa')",105
"('anak', 'niya')",105
"('the', 'next')",105
"('kong', 'si')",105
"('my', 'room')",105
"('at', 'leon')",105
"('napailing', 'ako')",105
"('loisa', 'na')",105
"('panimula', 'ko')",105
"('miss', 'you')",105
"('kabog', 'ng')",105
"('liwanag', 'sa')",105
"('nga', 'niya')",105
"('tauhan', 'ni')",105
"('likod', 'ni')",105
"('nya', 'si')",105
"('sa', 'pakiramdam')",105
"('niya', 'mula')",105
"('mo', 'rito')",104
"('galit', 'at')",104
"('dont', 'tell')",104
"('ko', 'lamang')",104
"('that', 'she')",104
"('donya', 'juanita')",104
"('and', 'looked')",104
"('uli', 'ang')",104
"('iba', 'ay')",104
"('nandito', 'ako')",104
"('at', 'inilagay')",104
"('kumain', 'ng')",104
"('po', 'kasi')",104
"('nila', 'dahil')",104
"('and', 'she')",104
"('panahon', 'na')",104
"('madame', 'violet')",104
"('to', 'look')",104
"('ni', 'vanessa')",104
"('pinuno', 'ng')",104
"('of', 'what')",104
"('parte', 'ng')",104
"('likod', 'at')",104
"('narinig', 'niya')",104
"('akin', 'pero')",104
"('taas', 'ng')",104
"('siya', 'bago')",104
"('timoteo', 'at')",104
"('sa', 'kaliwa')",104
"('angelita', 'sa')",104
"('is', 'she')",104
"('grupo', 'ng')",104
"('sa', 'europa')",104
"('nagtagal', 'ay')",104
"('what', 'did')",104
"('to', 'ask')",104
"('a', 'moment')",104
"('mga', 'kalaban')",104
"('na', 'halatang')",104
"('point', 'of')",104
"('ni', 'lee')",104
"('itsura', 'niya')",104
"('dito', 'tanong')",104
"('when', 'we')",104
"('akin', 'kaya')",104
"('pati', 'ang')",104
"('ni', 'lim')",103
"('na', 'wag')",103
"('paparating', 'na')",103
"('kanya', 'ni')",103
"('siya', 'dito')",103
"('narito', 'na')",103
"('tila', 'may')",103
"('ni', 'diego')",103
"('ang', 'paa')",103
"('ay', 'para')",103
"('mas', 'gusto')",103
"('dahil', 'ayaw')",103
"('si', 'nigel')",103
"('iyon', 'para')",103
"('kasama', 'ni')",103
"('ang', 'siyang')",103
"('ang', 'lolo')",103
"('ata', 'ako')",103
"('si', 'brian')",103
"('sabi', 'nung')",103
"('upuan', 'at')",103
"('tumakbo', 'papalapit')",103
"('rin', 'itong')",103
"('ko', 'muli')",103
"('angelie', 'at')",103
"('pababa', 'ng')",103
"('hindi', 'nakapagsalita')",103
"('sebastian', 'ang')",103
"('akong', 'tumakbo')",103
"('noong', 'una')",103
"('of', 'us')",103
"('kaibigan', 'na')",103
"('ako', 'ngunit')",103
"('asul', 'na')",103
"('isang', 'kamay')",103
"('we', 'can')",103
"('agad', 'itong')",103
"('gawin', 'ang')",103
"('dahil', 'kung')",103
"('lang', 'yon')",103
"('ina', 'na')",102
"('kung', 'ako')",102
"('tumawa', 'lang')",102
"('taong', 'iyon')",102
"('lihim', 'na')",102
"('martin', 'ngunit')",102
"('sina', 'don')",102
"('dumaan', 'sa')",102
"('rosas', 'na')",102
"('opisyal', 'na')",102
"('pa', 'kayo')",102
"('here', 'to')",102
"('tiya', 'rosario')",102
"('buhay', 'ni')",102
"('tinignan', 'ang')",102
"('inayos', 'ko')",102
"('akong', 'lumabas')",102
"('sa', 'kabayo')",102
"('diyos', 'ng')",102
"('sa', 'pagibig')",102
"('nakasunod', 'sa')",102
"('hangin', 'at')",102
"('yes', 'i')",102
"('siyang', 'naglakad')",102
"('napalingon', 'siya')",102
"('ang', 'nais')",102
"('ko', 'dapat')",102
"('naglakad', 'siya')",102
"('roon', 'ang')",102
"('naiwan', 'naman')",102
"('sakin', 'hindi')",102
"('niyang', 'hinawakan')",102
"('mga', 'kalalakihan')",102
"('mo', 'muna')",102
"('celestina', 'nang')",102
"('a', 'smile')",102
"('kasama', 'mo')",102
"('go', 'home')",102
"('agad', 'silang')",102
"('malalim', 'ang')",102
"('harapan', 'namin')",102
"('do', 'this')",102
"('my', 'chest')",102
"('para', 'naman')",102
"('ba', 'sila')",102
"('yan', 'ang')",101
"('agad', 'din')",101
"('ang', 'nakikita')",101
"('ang', 'grupo')",101
"('parin', 'ako')",101
"('braso', 'at')",101
"('kasi', 'si')",101
"('ama', 'ang')",101
"('si', 'inspector')",101
"('mang', 'raul')",101
"('inspector', 'ricardo')",101
"('ngiti', 'at')",101
"('her', 'i')",101
"('to', 'his')",101
"('umuwi', 'na')",101
"('si', 'david')",101
"('ikaw', 'naman')",101
"('i', 'gave')",101
"('ang', 'tatlo')",101
"('ngayon', 'pero')",101
"('leo', 'sa')",101
"('at', 'iniwan')",101
"('up', 'to')",101
"('si', 'jelai')",101
"('mukha', 'nya')",101
"('paraan', 'para')",101
"('ba', 'niya')",101
"('ng', 'bala')",101
"('sa', 'hangin')",101
"('puno', 'at')",101
"('napatangotango', 'naman')",101
"('ng', 'panahon')",101
"('i', 'rolled')",101
"('naman', 'namin')",101
"('kahit', 'wala')",101
"('masama', 'sa')",101
"('kapatid', 'ni')",100
"('si', 'mr')",100
"('naisip', 'ko')",100
"('na', 'matagal')",100
"('if', 'he')",100
"('halos', 'isang')",100
"('upuan', 'ko')",100
"('na', 'muling')",100
"('ay', 'lumabas')",100
"('will', 'always')",100
"('inside', 'my')",100
"('sinabi', 'nito')",100
"('para', 'saan')",100
"('mukhang', 'may')",100
"('bagay', 'sa')",100
"('at', 'sinabi')",100
"('may', 'nakita')",100
"('ng', 'batang')",100
"('ni', 'angelito')",100
"('kumain', 'ka')",100
"('inalis', 'ang')",100
"('ni', 'adolfo')",100
"('sir', 'at')",100
"('makapasok', 'sa')",100
"('dalidali', 'siyang')",100
"('habang', 'abala')",100
"('lumunok', 'ako')",100
"('wearing', 'a')",100
"('saka', 'tumayo')",100
"('ang', 'gumawa')",100
"('aking', 'palagay')",100
"('and', 'his')",100
"('mga', 'matang')",100
"('ulo', 'sa')",100
"('kama', 'ko')",100
"('ang', 'mundo')",100
"('niyo', 'ako')",100
"('mo', 'para')",100
"('ang', 'nakasulat')",100
"('akong', 'hindi')",100
"('di', 'naman')",100
"('ang', 'baso')",100
"('kami', 'dahil')",100
"('ako', 'bilang')",100
